dwd_dsc_d365_contract_df.id,dwd_dsc_d365_contract_df.sfdhl_contract_customerlegalentity,dwd_dsc_d365_contract_df.sfdhl_scope_text,dwd_dsc_d365_contract_df.sfdhl_contract_term,dwd_dsc_d365_contract_df.sfdhl_contract_contracttype,dwd_dsc_d365_contract_df.sfdhl_contract_startdate,dwd_dsc_d365_contract_df.sfdhl_contract_nextendbreakdate,dwd_dsc_d365_contract_df.sfdhl_contract_countryareaname,dwd_dsc_d365_contract_df.sfdhl_contract_additionallocations,dwd_dsc_d365_contract_df.sfdhl_legal_contactname,dwd_dsc_d365_contract_df.sfdhl_finance_managername,dwd_dsc_d365_contract_df.sfdhl_operation_managername,dwd_dsc_d365_contract_df.sfdhl_contract_costcenter,dwd_dsc_d365_contract_df.sfdhl_other_deviations_from_commercialexpect,dwd_dsc_d365_contract_df.sfdhl_contract_anyliquidateddamagespenalty,dwd_dsc_d365_contract_df.sfdhl_contract_liabilitycap,dwd_dsc_d365_contract_df.sfdhl_contraact_earlyterminationresourceinvest,dwd_dsc_d365_contract_df.sfdhl_contract_contracttermrelated,dwd_dsc_d365_contract_df.sfdhl_contract_sfdscnoticeperioddays,dwd_dsc_d365_contract_df.sfdhl_contract_anyauditrightsfdsc,dwd_dsc_d365_contract_df.sfdhl_contract_diectlossotherthancaliabilitycap,dwd_dsc_d365_contract_df.sfdhl_contract_earlytermination,dwd_dsc_d365_contract_df.sfdhl_contract_anyreimbursementfromthecustomer,dwd_dsc_d365_contract_df.createdon,dwd_dsc_d365_contract_df.modifiedon
9.2.4仓储物出库时误发、错发或其他原因给甲方造成损失的，乙方应承担赔偿责任。发生逾期的，每逾期一日向甲方支付仓储费用 5 %的违约金，并赔偿由此给甲方造成的损失。,,,,,,,,,,,,,,,,,,,,,,,,
9.2.7未经甲方书面同意，使用或许可第三人使用仓储物的，乙方应向甲方支付仓储费总额 20% 的违约金，给甲方造成损失的应予赔偿。,,,,,,,,,,,,,,,,,,,,,,,,
9.2.8未经甲方书面同意，将仓储物转交第三人储存的，乙方应向甲方支付仓储费总额 20% 的违约金，给甲方造成损失的应予赔偿。,,,,,,,,,,,,,,,,,,,,,,,,
9.2.9使用或泄露甲方仓储物信息，应向甲方支付仓储费总额 20% 的违约金，给甲方造成损失的应予赔偿。,,,,,,,,,,,,,,,,,,,,,,,,
9.2.10未经甲方同意擅自变更储存场所及储存条件，因此给甲方造成损失的，乙方应承担赔偿责任。,,,,,,,,,,,,,,,,,,,,,,,,
9.2.11未按合同约定接收并储存货物的，每逾期一日，向甲方支付当日仓储费用 10 %的违约金，逐日递增10%的违约金直至仓储费用全部扣除完毕，并赔偿由此给甲方造成的损失,,,,,,,,,,,,,,,,,,,,,,,,
,无赔偿上限,,,,,,无无理由解约条款,合同未提及,2021-11-05T09:19:50.0000000+00:00,2021-11-05T09:27:17Z,,,,,,,,,,,,,,
ef55c98e-de57-4489-803c-5b6de4b86c46,天驰物流有限责任公司 ,Value-added service,4.0,264270000,2021-09-01T00:00:00Z,2021-12-31T00:00:00Z,Mainland China,,,,,,法务：,,,,,,,,,,,
1、	赔偿责任：,,,,,,,,,,,,,,,,,,,,,,,,
（1）	赔偿责任上限的约定；,,,,,,,,,,,,,,,,,,,,,,,,
无赔偿限额约定，且赔偿基础未明确。,,,,,,,,,,,,,,,,,,,,,,,,
（2）	间接损失：,,,,,,,,,,,,,,,,,,,,,,,,
未排除间接损失,,,,,,,,,,,,,,,,,,,,,,,,
（3）	其他违约责任：,,,,,,,,,,,,,,,,,,,,,,,,
	保证金是多少，合同中没有明确，如果违反合同条款，客户有权扣除：,,,,,,,,,,,,,,,,,,,,,,,,
	因乙方原因，不能按时、保质、保量完成工作任务，未造成甲方损失的，扣乙方服务费500元/次；,,,,,,,,,,,,,,,,,,,,,,,,
	造成甲方损失的，由乙方承担责任并赔偿相关损失，扣乙方服务费1000元/次；,,,,,,,,,,,,,,,,,,,,,,,,
	可以直接从服务费中抵扣，不足部分从保证金中抵扣。,,,,,,,,,,,,,,,,,,,,,,,,
	若未按要求完成甲方安排的工作或因不认真履行工作职责、玩忽职守、工作疏忽和处置不当等行为而造成的工作失误及不良影响的责任人，给予100-500元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
	乙方不派驻现场管理人员或现场管理工作不到位，给予200元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
	因乙方人员流失不能及时补充而影响甲方工作的，给予200元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
	不按规定发放劳动防护用品，给予50元/人考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
2、	无理由提前解约：,,,,,,,,,,,,,,,,,,,,,,,,
SFDSC无无理由提前解约权,,,,,,,,,,,,,,,,,,,,,,,,
3、	投资补偿：,,,,,,,,,,,,,,,,,,,,,,,,
协议有效期内因甲方原因提前终止时，甲方根据违约时间结算并向乙方支付未折旧完的专项资产或资源的合理费用。,,,,,,,,,,,,,,,,,,,,,,,,
4、	逾期付款救济：,,,,,,,,,,,,,,,,,,,,,,,,
无逾期付款滞纳金,,,,,,,,,,,,,,,,,,,,,,,,
5、	其他法律风险提示：,,,,,,,,,,,,,,,,,,,,,,,,
诉讼管辖：甲方所在地,,,,,,,,,,,,,,,,,,,,,,,,
转包：乙方不得将所承揽的工作未经甲方认可委托第三方完成。如需转包或者分包，请提前获得客户的书面同意。,,,,,,,,,,,,,,,,,,,,,,,,
风控：,,,,,,,,,,,,,,,,,,,,,,,,
1、 赔偿责任：,,,,,,,,,,,,,,,,,,,,,,,,
"对于仓储服务， 合同未约定赔偿责任上限，即SF DSC须对货物损失承担全额赔偿责任； 但是鉴于仓储货物的最大货值为CNY13,500,000，SF DSC的物流责任保险可以对货物损失超过免赔额 （每次事故CNY 100,000或损失金额的10%， 以高者为准）的部分全额赔偿。",,,,,,,,,,,,,,,,,,,,,,,,
 2、 赔偿计价基础： ,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础， 所以在将来处理索赔的时候可能会引起不必要的争议。 ,,,,,,,,,,,,,,,,,,,,,,,,
3 、其他可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
"合同约定“因乙方责任造成甲方提供的设施和设备损坏和 丢失，由乙方负责赔偿” 对于由SF DSC照看、 保管和控制的租赁（属于客户的非货物）财产，由于SF DSC的过失或过错导致的的损失，SF DSC的商业综合责任保险承担的赔偿最多能达到每次事故 及累计CNY 1,300,000。",,,,,,,,,,,,,,,,,,,,,,,,
4、 不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a） SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b） SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c） SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
财务：,,,,,,,,,,,,,,,,,,,,,,,,
账期至少要和代理背靠背或小于代理账期。,,,,,,,,,,,,,,,,,,,,,,,,
违约金条款请和代理背靠背签署。,,,,,,,,,,,,,,,,,,,,,,,,
税务：,,,,,,,,,,,,,,,,,,,,,,,,
以下两点提请注意：,,,,,,,,,,,,,,,,,,,,,,,,
1、	合同的价格约定为含税价，建议改为不含税价以减少税金部分的印花税计入项目成本；,,,,,,,,,,,,,,,,,,,,,,,,
2、	按照合同中服务内容及未明确我司负有货物的保管义务，与装卸搬运服务较为贴近，实际开票请业务以实际服务进行开具，税务组意见仅供参考。,,,,,,,,,,,,,,,,,,,,,,,,
,六、违约责任和其他说明,,,,,,,,,,,,,,,,,,,,,,,
1、因乙方原因，不能按时、保质、保量完成工作任务，影响甲方正常生产的：,,,,,,,,,,,,,,,,,,,,,,,,
（1）未造成甲方损失的，扣乙方服务费500元/次；,,,,,,,,,,,,,,,,,,,,,,,,
（2）造成甲方损失的，由乙方承担责任并赔偿相关损失，扣乙方服务费1000元/次；,,,,,,,,,,,,,,,,,,,,,,,,
2、甲方对以下针对操作服务的考核罚金等费用由甲方在支付给乙方的服务费用中扣除。考核标准为：,,,,,,,,,,,,,,,,,,,,,,,,
①若未按要求完成甲方安排的工作或因不认真履行工作职责、玩忽职守、工作疏忽和处置不当等行为而造成的工作失误及不良影响的责任人，给予100-500元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
②乙方不派驻现场管理人员或现场管理工作不到位，给予200元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
③因乙方人员流失不能及时补充而影响甲方工作的，给予200元/次考核处罚。,,,,,,,,,,,,,,,,,,,,,,,,
④不按规定发放劳动防护用品，给予50元/人考核处罚。,未约定赔偿上限 ,,,,,,无无理由解约条款,合同未提及 ,2021-11-05T10:13:52.0000000+00:00,2021-11-05T10:42:41Z,,,,,,,,,,,,,,
c56b22b6-3233-4542-9d6c-741653b449b5,"SOGO Hong Kong Co., Ltd.",Transportation,12.0,264270000,2020-09-01T00:00:00Z,2021-08-31T00:00:00Z,Hongkong,,Michelle Tsui,Michelle Hsu,,,RM Comments：,,,,,,,,,,,
1.Liability Limits：,,,,,,,,,,,,,,,,,,,,,,,,
"Liability Limit falls below SF DSC's Logistics Liability Insurance deductible, so all claims will go to Subcontractor(s) &/or BG's P&L directly.",,,,,,,,,,,,,,,,,,,,,,,,
2.Uninsurable Risks：,,,,,,,,,,,,,,,,,,,,,,,,
Intellectual Property Liability can not be covered by SF DSC's insurance.,,,,,,,,,,,,,,,,,,,,,,,,
,Silent in the contract,,,"“Each Party acknowledges that all rights, title and interest in and to the other Party’s trademarks, trade names or other intellectual property rights (“IP Rights”), belong to the other Party.  Nothing in this Service Order shall give either Party any interest in the goodwill, reputation or otherwise relating to the IP Rights of the other Party.  Each Party shall at all times refrain from doing any act that may prejudice the validity of the other Party’s IP Rights.”",3 months,Silent in the contract,"HKD25,000 in aggregate for the entire term (12 months), as set out in the Schedule of Commercial Terms in the contract",,Silent in the contract,2020-09-01T02:29:34.0000000+00:00,2021-11-06T04:59:12Z,,,,,,,,,,,,,
16152e86-0a52-4e5c-8ba9-cdbc7f320875,深圳欧克咖啡餐饮管理有限公司,Value-added service,12.0,264270000,2020-07-30T00:00:00Z,2021-07-29T00:00:00Z,Mainland China,,Hongjing Liu,Bessie Huang,Rick Gong,,Legal Concerns：,,,,,,,,,,,
1. 合同未设定赔偿责任限制。,,,,,,,,,,,,,,,,,,,,,,,,
2. 《产品质量法》规定的销售方应承担的质量责任无法通过条款的约定排除。,,,,,,,,,,,,,,,,,,,,,,,,
3. 请BG看下是否有需求增加SF DSC的单方解除合同的条款。,,,,,,,,,,,,,,,,,,,,,,,,
RM Comments:,,,,,,,,,,,,,,,,,,,,,,,,
购销合同不涉及具体保险相关条款，故没有异议。,未提及。,,未提及,无,未提及,无,no cap,,9.4.5若因买方原因导致使卖方与供应商之间的协议不能履行、不能完全履行或迟延履行的，卖方有权解除本协议，买方应承担卖方因此产生的损失（包括卖方向供应商支付的违约金）。,2020-09-01T08:08:01.0000000+00:00,2021-11-06T04:59:13Z,,,,,,,,,,,,,
e413d9fd-e488-492d-b1d6-c0e8bf2e9705,大众汽车自动变速器(天津)有限公司,Transportation,24.0,264270000,2020-08-01T00:00:00Z,2022-07-31T00:00:00Z,Mainland China,,Yajing Xi,Eva Gao,Stacie Zhang,,法务：,,,,,,,,,,,
(1)	本合同未设置责任上限，且未排除间接损失。但明确约定延迟送达、停线损失等赔偿项目；,,,,,,,,,,,,,,,,,,,,,,,,
(2)	索赔流程：附件索赔流程非常苛刻，客户有权定损，而且有权根据情况判定受损零件报废甚至同批次运输的零件全部报废；,,,,,,,,,,,,,,,,,,,,,,,,
（3）客户享有无理由提前解约权，我司没有，仅能在客户违约超过30日未能纠正的情况下解除合同。,,,,,,,,,,,,,,,,,,,,,,,,
风险管理部提示：,,,,,,,,,,,,,,,,,,,,,,,,
1. 赔偿责任：,,,,,,,,,,,,,,,,,,,,,,,,
"a. 对于运输服务，合同未约定赔偿责任上限，即SF DSC须对货物损失承担全额赔偿责任；但是鉴于单次运输货物的最大货值约为CNY 1,000,000，SF DSC的物流责任保险可以对货物损失超过免赔额（每次事故CNY 100,000）的部分全额赔偿。",,,,,,,,,,,,,,,,,,,,,,,,
"b. 对于由于延迟运达导致的客户生产停线，合同仅约定了赔偿责任为每分钟CNY 8,000，即SF DSC须对客户的直接和间接损失承担无限赔偿责任；而SF DSC的物流责任保险仅能赔偿客户的直接损失，且最多只能承担到每次事故及累计CNY 2,000,000。",,,,,,,,,,,,,,,,,,,,,,,,
2. 赔偿计价基础：,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。但经与业务部门确认，与该客户以往的合作中赔偿计价基础一直以“客户供应商出具给客户的发票”即客户采购发票价值为准，已与客户取得邮件确认。,,,,,,,,,,,,,,,,,,,,,,,,
3. 保险要求：,,,,,,,,,,,,,,,,,,,,,,,,
对于运输货物，合同后附的招标文件中约定SF DSC须自担费用且以客户为被保险人代为购买货物运输一切险；但经与业务部门确认，实际上客户并无此要求，只需我司保有物流责任险即可，对此已与客户取得邮件确认。,,,,,,,,,,,,,,,,,,,,,,,,
4. 理赔要求：,,,,,,,,,,,,,,,,,,,,,,,,
a. 合同后附的招标文件约定客户“有权从应付费用中直接扣减索赔款”的理赔流程要求不合理，因为有可能此时双方还未能对赔偿金额达成一致。,,,,,,,,,,,,,,,,,,,,,,,,
b. 由于运输货物有温控要求，对于到货后温控设备显示温度超过标准要求的情况，客户有权要求该批货物直接按报废处理，此要求不合理。如果客户不提供任何证明货物损坏程度的文件，SF DSC的物流责任险无法对此进行赔偿。经与业务部门确认，认为索赔风险较低，届时会与客户协商取得理赔文件，从商务角度可以接受。,,,,,,,,,,,,,,,,,,,,,,,,
5. 不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a. SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b. SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c. SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d. SF DSC没有保险可以赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
e. SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,每延迟送达一小时扣除服务费的5%，造成停线损失的，违约金为CNY 8000/分钟；违反保密文件归还义务的，赔偿人民币10万。,,,乙方应尽一切合法之可能，保证甲方对乙方根据本协议或按甲方指示创建或开发的所有成果享有全部权益，包括但不限于版权、商标、专利、域名其他知识产权和商业秘密。,,,,,,,,,,,,,,,,,,,,
乙方陈述并保证其在履行本协议的过程中不违反法律且不侵犯任何第三方的任何法律权利，包括但不限于版权、商标、专利、其他知识产权和商业秘密。乙方应使甲方免受损害并向甲方全额赔偿任何第三方向甲方提出的该类索赔或处罚。,无,乙方同意甲方的审计人员或甲方聘请的第三方有权经事先通知的形式在本协议期间以及本协议终止后得两（2）年内到乙方所在地检查双方与本协议相关的往来账目，包括但不限于自双方商务交易首日起至本协议期满日止的所有账本、记录、文件、会计程序和会计实务。,,,,,,,,,,,,,,,,,,,,,,
乙方应当允许甲方的审计人员进入并检查、复制及审计乙方使用的与甲方进行商务往来的应用系统并获取乙方存储的与甲方有关的数据。乙方应向甲方提供其依法及本协议的约定保存的所有会计文件及系统文件。,未约定,,否,2020-09-01T13:21:27.0000000+00:00,2021-11-06T04:59:14Z,,,,,,,,,,,,,,,,,,,
95463dbe-eb05-4341-84be-f3083fb7d68b,江苏中建商品混凝土有限公司江宁分公司,,12.0,264270000,2020-07-15T16:00:00Z,2021-07-14T16:00:00Z,Mainland China,,Freda Rao,Nancy Zhong,Wynona Wang,JSZJSNJIHG,法务建议：,,,,,,,,,,,
1.赔偿责任：建议与客户沟通设置赔偿上限、排除间接损失，若不能实现，那请与风控同事沟通看是否能有保险安排等救济。,,,,,,,,,,,,,,,,,,,,,,,,
（i）合同要求SF DSC承担一切损失，未对SF DSC的赔偿责任设置上限；,,,,,,,,,,,,,,,,,,,,,,,,
（ii）未排除间接损失，且明确要求SF DSC赔偿商业信誉损失费、买方所供项目延期及违约损失等间接损失；,,,,,,,,,,,,,,,,,,,,,,,,
（iii）SF DSC被要求提供质保（保质期三个月），并承担产品责任，并且对由于我方产品质量问题引起的客户混凝土质量问题负责。--关于产品责任，建议与风控同事沟通看是否可以安排产品质量保险或者将我方添加到生产厂家的产品质量保险中作为额外的被保险人。,,,,,,,,,,,,,,,,,,,,,,,,
（iv）违约处罚：合同中多处约定违约金（例如：第六条、第七条、第十一条、第十二条等），且允许客户直接从货款中抵扣或者调减货款。,,,,,,,,,,,,,,,,,,,,,,,,
2.提前解约：合同允许客户可以在合同期内招议标，且当以招议标结果为准。也就是说合同随时可能被客户终止。,,,,,,,,,,,,,,,,,,,,,,,,
3. 履约保证金：,,,,,,,,,,,,,,,,,,,,,,,,
(i)	履约保证金的返还是“以合同期及产品质保期满后双方无合同争议“，法务建议删除”双方无合同争议“这个标准，因为存在争议可以通过争议解决机制，而不是暂停保证金全额的支付。另外，需与客户澄清履约保证金的返还是所有产品质保期届满为准还是分批次届满即返还。,,,,,,,,,,,,,,,,,,,,,,,,
(ii)	保证金的金额、交纳、违约处罚中包含的抵扣保证金等，请获得适当的审批。,,,,,,,,,,,,,,,,,,,,,,,,
4. 逾期付款救济：,,,,,,,,,,,,,,,,,,,,,,,,
合同对于客户违约的约定相对轻很多，仅约定“客户逾期付款时卖方在必要时可以追究买方违约责任“、而且不能采取过激手段影响客户的正常经营活动。这些表述都是容易引起争议的，如何界定“必要时”、“过激行为”、客户连续几个月不付款的情形我方提出解除合同必定会影响买方经营，请商务结合付款条件考量风险，建议争取修改。,,,,,,,,,,,,,,,,,,,,,,,,
5. 其他法律风险提示：,,,,,,,,,,,,,,,,,,,,,,,,
（i）付款方式（承兑或商票等、结算/付款周期）以及税务条款（特别是资源税）与惯常的客户付款不同，请征询财务和税务意见；,,,,,,,,,,,,,,,,,,,,,,,,
（ii）价格机制：合同中提到价格为暂定，而且执行月度议价机制的区域将以当月买方集采中心物资部下发的信息价为依据，那么合同价格机制对SF DSC不利，而SF DSC并无无理由解约权且若不及时供货还须承担合同中约定的违约责任，请商务考量。,,,,,,,,,,,,,,,,,,,,,,,,
（iii）合同中允许客户随时通知我方增减已下达的供货计划、变更交付地点但是价格不变，额外的运费成本等将由我方承担，请商务考量。,,,,,,,,,,,,,,,,,,,,,,,,
（iv）质量要求、验收标准，请商务确认是否可以接受，特别是随货单证每次需加盖我方公章。,,,,,,,,,,,,,,,,,,,,,,,,
（v)    合同有效期追溯至2020年7月，商务同意接受，并且确认这段期间并未发生实际业务。,,,,,,,,,,,,,,,,,,,,,,,,
风控建议：,,,,,,,,,,,,,,,,,,,,,,,,
一、可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
1.     产品责任保险：,,,,,,,,,,,,,,,,,,,,,,,,
我们作为卖方同时作为货物的所有权人，需要承担产品责任。,,,,,,,,,,,,,,,,,,,,,,,,
