dwd_dsc_d365_opportunity_df.opportunity_number,dwd_dsc_d365_opportunity_df.opportunity_name,dwd_dsc_d365_opportunity_df.account_id,dwd_dsc_d365_opportunity_df.account_name_en,dwd_dsc_d365_opportunity_df.account_name_cn,dwd_dsc_d365_opportunity_df.actual_close_date,dwd_dsc_d365_opportunity_df.annual_average_gross_profit_base,dwd_dsc_d365_opportunity_df.annual_average_gross_profit,dwd_dsc_d365_opportunity_df.annual_average_revenue_base,dwd_dsc_d365_opportunity_df.annual_average_revenue,dwd_dsc_d365_opportunity_df.bca_ref_number,dwd_dsc_d365_opportunity_df.bca_status,dwd_dsc_d365_opportunity_df.bg,dwd_dsc_d365_opportunity_df.commission,dwd_dsc_d365_opportunity_df.contract_end_date,dwd_dsc_d365_opportunity_df.contract_renewal_date,dwd_dsc_d365_opportunity_df.contract_termin_month,dwd_dsc_d365_opportunity_df.contract_term,dwd_dsc_d365_opportunity_df.expected_gain_date,dwd_dsc_d365_opportunity_df.expected_golive_date,dwd_dsc_d365_opportunity_df.gp_prior_year_total,dwd_dsc_d365_opportunity_df.is_proj_mgmt_required,dwd_dsc_d365_opportunity_df.milestone,dwd_dsc_d365_opportunity_df.next_renewal_date,dwd_dsc_d365_opportunity_df.operating_golive_date,dwd_dsc_d365_opportunity_df.opportunity_category,dwd_dsc_d365_opportunity_df.opportunity_creator,dwd_dsc_d365_opportunity_df.opportunity_record,dwd_dsc_d365_opportunity_df.reference_number,dwd_dsc_d365_opportunity_df.opportunity_type,dwd_dsc_d365_opportunity_df.pm_name,dwd_dsc_d365_opportunity_df.product1,dwd_dsc_d365_opportunity_df.product2,dwd_dsc_d365_opportunity_df.product3,dwd_dsc_d365_opportunity_df.product4,dwd_dsc_d365_opportunity_df.cancel_reason,dwd_dsc_d365_opportunity_df.loss_reason,dwd_dsc_d365_opportunity_df.revenue_prior_year_total,dwd_dsc_d365_opportunity_df.salesperson1_pct,dwd_dsc_d365_opportunity_df.salesperson2_pct,dwd_dsc_d365_opportunity_df.salesperson3_pct,dwd_dsc_d365_opportunity_df.salesperson4_pct,dwd_dsc_d365_opportunity_df.salesperson5_pct,dwd_dsc_d365_opportunity_df.salesperson6_pct,dwd_dsc_d365_opportunity_df.salesperson1,dwd_dsc_d365_opportunity_df.salesperson2,dwd_dsc_d365_opportunity_df.salesperson3,dwd_dsc_d365_opportunity_df.salesperson4,dwd_dsc_d365_opportunity_df.salesperson5,dwd_dsc_d365_opportunity_df.salesperson6,dwd_dsc_d365_opportunity_df.sector,dwd_dsc_d365_opportunity_df.subsector,dwd_dsc_d365_opportunity_df.situation_update_next_steps,dwd_dsc_d365_opportunity_df.situation_updated_time,dwd_dsc_d365_opportunity_df.strategic_project,dwd_dsc_d365_opportunity_df.terminate_effective_date,dwd_dsc_d365_opportunity_df.territory,dwd_dsc_d365_opportunity_df.contract_value,dwd_dsc_d365_opportunity_df.currency,dwd_dsc_d365_opportunity_df.description,dwd_dsc_d365_opportunity_df.createdon,dwd_dsc_d365_opportunity_df.modifiedon,dwd_dsc_d365_opportunity_df.bca_approval_date,dwd_dsc_d365_opportunity_df.src_inc_day,dwd_dsc_d365_opportunity_df.contract_signing_approvedon,dwd_dsc_d365_opportunity_df.compliance,dwd_dsc_d365_opportunity_df.non_compliance_reason,dwd_dsc_d365_opportunity_df.fivem_customer
Z002997,Renewal of EXAR Shanghai DC - C1104050,70502934-f2d3-44b7-ba2b-e2abe70ed5e6,MaxLinear,MaxLinear,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,2018-07-30T16:00:00Z,,24.0,24.0,2018-06-29T16:00:00Z,2018-07-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-07-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,275043,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:32:19.0000000+00:00,2021-09-23T13:10:47Z,,20211017.0,,Y,,Not 5M
Z009934,Renew_约翰克兰天津始发运输业务及兄弟工厂快递业务,1ea84f35-5773-486d-b6aa-e0445804af6c,John Crane,约翰克兰,,162.17,162.17,4300.0,4300.0,,,EM,FALSE,,,,,,2022-03-01T00:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,4300.0,CNY,,2021-07-20T07:31:07.0000000+00:00,2021-07-20T07:31:19Z,,20211017.0,,Y,,Not 5M
Z010269,Renew_Envision Transportation Management,c2ea513d-102f-4858-a471-8b66ba170232,ENVISION,远景,,662.16,662.16,7542.42,7542.42,,,EM,FALSE,,,,,,2021-11-02T00:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,7542.42,CNY,,2021-10-15T08:31:49.0000000+00:00,2021-10-15T08:32:02Z,,20211017.0,,Y,,Not 5M
Z004536,Renewal of Service Agreement - C460869,5c442474-abbd-43dc-a70e-d5316b609bf2,Usana,葆婴葆苾康,,0.0,0.0,0.0,0.0,,,HK,FALSE,2020-03-30T16:00:00Z,,12.0,12.0,2020-02-28T16:00:00Z,2020-03-30T16:00:00Z,0.0,False,Early Lead,,2020-03-30T16:00:00Z,,Barbara Chan,Change Renewals,283976,Renewal,,Warehousing,Transportation,,,,,0.0,100.0,,,,,,,,,,,,Consumer,,,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:19:43.0000000+00:00,2021-08-22T04:14:30Z,,20211017.0,,Y,,Not 5M
Z008608,Renew_CMLP 物流服务合同 - 包段二运输业务,a04c05df-d216-4a31-b1b9-8f39e936c42b,China Mobile,中国移动,2021-01-20T00:00:00,,,,,,,EI,FALSE,,,,,,2020-12-31T16:00:00Z,,False,Closed-Canceled,,,,Bo Zhou,Change Renewals,,Renewal,,Warehousing,,,,,,,,,,,,,,,,,,,Technology,,,,,,China,,CNY,,2020-09-04T02:30:38.0000000+00:00,2021-09-23T13:49:53Z,,20211017.0,,Y,,5M
Z009136,Renew_FTL transportation from CW to DC,d66be946-1dcf-4788-adaa-ffb4aecbcd2f,HILTI,喜利得,,92.0,92.0,1835.0,1835.0,,,GSC,FALSE,,,,,,2022-01-01T00:00:00Z,,False,Potential Opportunity,,,,Yolanda Wang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,,,China,1835.0,CNY,,2021-01-11T08:32:42.0000000+00:00,2021-01-11T08:32:45Z,,20211017.0,,Y,,Not 5M
Z003560,Renewal of EXAR Shanghai DC - C1104050,70502934-f2d3-44b7-ba2b-e2abe70ed5e6,MaxLinear,MaxLinear,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,,,24.0,24.0,2018-06-29T16:00:00Z,2018-07-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-07-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,274499,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:43:58.0000000+00:00,2021-09-23T13:20:02Z,,20211017.0,,Y,,Not 5M
Z009533,Renew_宁波威孚天力增压技术国内运输,549748a7-a06d-442a-a101-dd371e7a4be3,Weifu High-Technology Group,威孚高科技集团,,58.0,58.0,738.0,738.0,,,TSC,FALSE,,,,,,2022-04-19T16:00:00Z,,False,Potential Opportunity,,,,Justin Chen2,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,738.0,CNY,,2021-04-18T16:31:42.0000000+00:00,2021-04-18T16:32:11Z,,20211017.0,,Y,,Not 5M
Z002624,Baker Hughes 3PL,a2dd383e-62de-4f5b-b44e-92aa38f04fa7,BAKER HUGHES,贝克休斯,2020-07-09T00:00:00,26.0,26.0,1021.0,1021.0,N200059,Approved,TSC,TRUE,2022-02-27T16:00:00Z,2022-02-28T16:00:00Z,24.0,24.0,2019-12-31T16:00:00Z,2020-02-29T16:00:00Z,,False,Contract Signed,2022-02-28T16:00:00Z,2020-02-29T16:00:00Z,,Michelle Ye,New Business,299552,New from New,,Transportation,,,,,,,100.0,,,,,,Emmett Shen (SF-DHL CN),,,,,,Energy,,customer awarding,2019-11-24T16:00:00Z,,,China,2042.0,CNY,Transportation,2020-01-12T09:25:04.0000000+00:00,2021-09-08T05:57:13Z,2020-03-03T02:11:21Z,20211017.0,2020-07-09T02:11:00Z,N,"1,2",Not 5M
Z002738,Neusoft warehouse and transportation,c672085a-97fb-4381-a593-e4fd454c1b51,Neusoft Medical Systems,东软医疗系统,2020-03-04T00:00:00,20.0,20.0,84.0,84.0,N190233,Approved,EM,FALSE,2020-03-09T16:00:00Z,2020-03-10T16:00:00Z,4.0,4.0,2020-01-14T16:00:00Z,2019-11-10T16:00:00Z,0.0,False,Contract Signed,2020-03-10T16:00:00Z,2020-03-14T16:00:00Z,,Jack Tang,New Business,298567,New from New,,Warehousing,Value-added service,,,,,0.0,100.0,,,,,,Jack Tang (SF-DHL CN),,,,,,Engineering & Manufacturing,,Early lead,,,,China,28.0,CNY,Warehouse and transportation business,2020-01-12T09:27:15.0000000+00:00,2021-08-24T02:46:36Z,2020-01-10T08:40:40Z,20211017.0,2020-03-04T09:16:00Z,Y,,Not 5M
Z010221,Renew_Service order,9f6cf384-049c-4bd9-86bf-aa01be6a213a,SENSATA,森萨塔,,54.0,54.0,179.0,179.0,,,TSC,FALSE,,,,,,2022-03-31T16:00:00Z,,False,Potential Opportunity,,,,Michelle Ye,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Technology,,,,False,,China,179.0,CNY,,2021-10-11T05:31:42.0000000+00:00,2021-10-14T12:39:11Z,,20211017.0,,Y,,Not 5M
Z006789,Renew_Adhoc VAS & Trucking Services,e1f79c98-e6e1-4a59-bebc-89fa5d7d1666,Young Living,优乐芳精油,,,,,,,,HK,FALSE,,,,,,2020-09-25T16:00:00Z,,False,Potential Opportunity,,,,Wingkin Tsoi,Change Renewals,,Renewal,,Value-added service,Transportation,,,,,,,,,,,,,,,,,,Consumer,,,,,,Hongkong,,CNY,,2020-04-28T09:30:35.0000000+00:00,2020-10-13T05:54:02Z,,20211017.0,,Y,,Not 5M
Z009569,Renew_海空运代理服务协议,50eed0a1-0d00-452f-ad23-61f58aa1e2ed,China Chengda Engineering,中国成达工程,,4100.0,4100.0,588.0,588.0,,,TSC,FALSE,,,,,,2022-04-30T16:00:00Z,,False,Potential Opportunity,,,,Michelle Ye,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,588.0,CNY,,2021-04-28T16:31:11.0000000+00:00,2021-04-28T16:31:21Z,,20211017.0,,Y,,Not 5M
Z001077,wftt-rc nc,549748a7-a06d-442a-a101-dd371e7a4be3,Weifu High-Technology Group,威孚高科技集团,2019-12-01T00:00:00,57.76,57.76,738.0,738.0,BCA-292553,Fully Approved,TSC,FALSE,2022-04-17T16:00:00Z,2022-04-18T16:00:00Z,36.0,36.0,2019-06-13T16:00:00Z,2019-04-18T16:00:00Z,,False,Contract Signed,2022-04-18T16:00:00Z,2019-06-27T16:00:00Z,,Justin Chen2,New Business,292553,New from Existing,,Warehousing,,,,,,,100.0,,,,,,Cindy LeeC (SF-DHL CN),,,,,,Engineering & Manufacturing,,sign contact,2020-01-11T23:43:11Z,,,China,2214.0,CNY,wftt rc nc,2020-01-12T07:43:11.0000000+00:00,2021-08-22T03:29:05Z,,20211017.0,2020-03-06T08:25:00Z,N,2,Not 5M
Z009087,Renew_天津富贵平安商贸仓储服务,2832b340-ddd5-4b43-b9b7-4eac4f485baa,Fugui Pingan,富贵平安,,174.84,174.84,3183.8,3183.8,,,EM,FALSE,,,,,,2023-03-01T00:00:00Z,,False,Potential Opportunity,,,,Max Qin,Change Renewals,,Renewal,,Warehousing,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,,,China,3183.8,CNY,,2021-01-06T05:30:46.0000000+00:00,2021-01-06T05:30:52Z,,20211017.0,,Y,,5M
Z004744,Renewal of Project Eclipse Warehou - C1103149,d5955437-ad49-41a1-bb67-264f0d0250cc,APPLE,苹果,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,36.0,36.0,2019-01-27T16:00:00Z,2019-02-27T16:00:00Z,0.0,False,Closed-Canceled,,2019-02-27T16:00:00Z,,Xiaoyu Xu,Change Renewals,273860,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:23:42.0000000+00:00,2021-09-23T13:38:15Z,,20211017.0,,Y,,5M
Z002886,Renewal of Netrada_Addendum_AirCon - C1102019,8e586440-b979-4e9d-9ff3-2a07d7fd4b46,Netrada,奈特达,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,2018-10-30T16:00:00Z,,48.0,48.0,2018-09-29T16:00:00Z,2018-10-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-10-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,275074,Renewal,,,,,,,,0.0,,,,,,,,,,,,,Retail,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:30:06.0000000+00:00,2021-09-23T13:08:39Z,,20211017.0,,Y,,Not 5M
Z002929,Renewal of EXAR Shanghai DC - C1104050,70502934-f2d3-44b7-ba2b-e2abe70ed5e6,MaxLinear,MaxLinear,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,,,24.0,24.0,2018-06-29T16:00:00Z,2018-07-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-07-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,273951,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:30:57.0000000+00:00,2021-09-23T13:09:28Z,,20211017.0,,Y,,Not 5M
Z010139,Renew_利福瑞达,9b06d475-317b-ea11-a811-000d3a85408a,Beijing Lifuruida,北京利福瑞达科贸,,25.93,25.93,737.49,737.49,,,ZQ,FALSE,,,,,,2022-05-05T16:00:00Z,,False,Potential Opportunity,,,,Pengpeng Liu,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,737.49,CNY,,2021-09-09T07:31:48.0000000+00:00,2021-09-09T07:32:00Z,,20211017.0,,Y,,Not 5M
Z009228,Renew_Tyco LSP RM & FG Service,692fc06f-d1a3-47bf-bf9c-dd76ccbbd3dd,Tyco E&M,美国泰科,,208.0,208.0,1215.0,1215.0,,,EM,FALSE,,,,,,2021-05-01T16:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,,,China,1215.0,CNY,,2021-02-05T03:30:47.0000000+00:00,2021-02-05T03:30:59Z,,20211017.0,,Y,,Not 5M
Z009131,Renew_Customization Center Project,3131ad07-ba47-4506-9619-680c3fe049d6,PERNOD RICARD,保乐力加,,366.07,366.07,1592.66,1592.66,,,CR,FALSE,,,,,,2021-07-01T00:00:00Z,,False,Potential Opportunity,,,,Rick Gong,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Consumer,,,,,,China,1592.66,CNY,,2021-01-11T08:32:17.0000000+00:00,2021-01-11T08:32:20Z,,20211017.0,,Y,,5M
Z004170,Renewal of Shanghai Warehousing Se - C1102278,8e586440-b979-4e9d-9ff3-2a07d7fd4b46,Netrada,奈特达,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,2018-10-30T16:00:00Z,,48.0,48.0,2018-09-29T16:00:00Z,2018-10-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-10-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,275075,Renewal,,,,,,,,0.0,,,,,,,,,,,,,Retail,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:56:24.0000000+00:00,2021-09-23T13:30:27Z,,20211017.0,,Y,,Not 5M
Z010047,Renew_Contract Renewal with Full Power (Feb 2021 – Feb 2022),5bf0a541-e95b-4469-9017-8a1697190190,Full Power Logistics,宏力物流,,1347.59,1347.59,5143.5,5143.5,,,HK,FALSE,,,,,,2022-02-26T00:00:00Z,,False,Potential Opportunity,,,,Thomas Pong,Change Renewals,,Renewal,,Warehousing,,,,,,,,,,,,,,,,,,,Technology,,,,False,,Hongkong,5143.5,CNY,,2021-08-17T10:31:02.0000000+00:00,2021-08-17T10:31:24Z,,20211017.0,,Y,,Not 5M
Z010148,Renew_海澜之家零担配送,a8208430-0eda-eb11-bacb-002248168cad,SF Zhida,杭州顺丰智达物流有限公司,,252.0,252.0,5018.44,5018.44,,,EM,FALSE,,,,,,2022-07-01T00:00:00Z,,False,Potential Opportunity,,,,Justin Chen2,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,5018.44,CNY,,2021-09-14T09:31:45.0000000+00:00,2021-09-14T09:31:58Z,,20211017.0,,Y,,Not 5M
Z009928,Renew_昆仑润滑油成都厂仓储项目,89decda4-317b-ea11-a811-000d3a85408a,Kunlun Lube,昆仑润滑油,,52.86,52.86,5050.87,5050.87,,,ZQ,FALSE,,,,,,2022-05-30T16:00:00Z,,False,Potential Opportunity,,,,Pengpeng Liu,Change Renewals,,Renewal,,Other service,Warehousing,,,,,,,,,,,,,,,,,,Energy,,,,False,,China,5050.87,CNY,,2021-07-19T02:31:30.0000000+00:00,2021-07-19T02:31:44Z,,20211017.0,,Y,,Not 5M
Z009512,Renew_东软运输,c672085a-97fb-4381-a593-e4fd454c1b51,Neusoft Medical Systems,东软医疗系统,,13.46,13.46,29.18,29.18,,,EM,FALSE,,,,,,2022-09-30T16:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,29.18,CNY,,2021-04-13T01:31:00.0000000+00:00,2021-04-13T01:31:18Z,,20211017.0,,Y,,Not 5M
Z004739,Renewal of Adidas warehousing and - C1103396,f64a8fa5-a304-4c85-9641-7205e77e70d8,ADIDAS,阿迪达斯,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,36.0,36.0,2018-09-29T16:00:00Z,2018-10-29T16:00:00Z,0.0,False,Closed-Canceled,,2018-10-29T16:00:00Z,,Barbara Chan,Change Renewals,274401,Renewal,,,,,,,,0.0,100.0,,,,,,Barbara Chan (SF-DHL HK),,,,,,Retail,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:23:37.0000000+00:00,2021-09-23T13:38:09Z,,20211017.0,,Y,,5M
Z009877,Renew_Renew_Warehousing,4c68350d-a64b-424f-b855-9e434988f5af,Emerson Corporate,艾默生,,6.23,6.23,97.81,97.81,,,TSC,FALSE,,,,,,2022-01-01T00:00:00Z,,False,Potential Opportunity,,,,Michelle Ye,Change Renewals,,Renewal,,Warehousing,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,97.81,CNY,,2021-07-08T01:31:33.0000000+00:00,2021-07-08T01:31:39Z,,20211017.0,,Y,,Not 5M
Z004840,Renewal of Statement of Work to GLA - C846545,c77ee5f5-2cec-498e-8b4c-a913939c3533,HP Enterprise Group,惠普企业,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,2019-05-30T16:00:00Z,,3.0,3.0,2019-04-29T16:00:00Z,2019-05-30T16:00:00Z,0.0,False,Closed-Canceled,,2019-05-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,274954,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:25:26.0000000+00:00,2021-09-23T13:40:01Z,,20211017.0,,Y,,5M
Z010244,Renew_苏州科密优机电仓储服务,f82612d0-2768-ea11-a811-000d3a851174,Suzhou Kemiyou Technology,苏州科密优机电科技,,4.66,4.66,22.97,22.97,,,EM,FALSE,,,,,,2022-03-31T16:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Warehousing,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,22.97,CNY,,2021-10-11T06:31:16.0000000+00:00,2021-10-14T12:39:44Z,,20211017.0,,Y,,Not 5M
Z004736,Renewal of Service Agreement - C789374,59871f88-3307-41e8-a89a-a9caeaad2b3d,UNISYS,优利系统,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,24.0,24.0,2018-09-29T16:00:00Z,2018-10-30T16:00:00Z,0.0,False,Closed-Canceled,,2018-10-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,274407,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:23:34.0000000+00:00,2021-09-23T13:38:06Z,,20211017.0,,Y,,Not 5M
Z009206,,,,,2021-02-02T00:00:00,,,,,,,,FALSE,2021-02-01T16:00:00Z,2021-02-02T16:00:00Z,,12.0,,2021-02-02T16:00:00Z,,False,Closed-Canceled,,,,Xiaoyu Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNY,,2021-02-02T03:37:33.0000000+00:00,2021-09-23T13:51:01Z,,20211017.0,,Y,,Not 5M
Z009889,Renew_Thyssenkrupp Qingdao Defontaine 2021 contract renewal,67fa592e-332a-4144-b72a-c63f20369a75,THYSSENKRUPP,蒂森克虏伯,,70.3,70.3,1184.88,1184.88,,,EM,FALSE,,,,,,2022-01-01T00:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,1184.88,CNY,,2021-07-08T03:31:35.0000000+00:00,2021-07-08T03:31:40Z,,20211017.0,,Y,,Not 5M
Z008917,Renew_整车运输,7c33223f-d612-eb11-a813-000d3a85408a,LD GROUP,联动,,183.53,183.53,2200.61,2200.61,,,EM,FALSE,,,,,,2022-10-21T00:00:00Z,,False,Potential Opportunity,,,,Stacie Zhang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,,,China,2200.61,CNY,,2020-12-02T09:30:31.0000000+00:00,2020-12-02T09:30:39Z,,20211017.0,,Y,,Not 5M
Z010228,Renew_DXC WH+TD project  ,2b8815f4-4a22-4843-a0fa-de5e73edc4e4,DXC Technology,DXC科技,,-38.23,-38.23,806.75,806.75,,,TSC,FALSE,,,,,,2022-04-01T00:00:00Z,12.0,False,Potential Opportunity,,,,Michelle Ye,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,1747.0,,,,,,,,,,,,,Technology,,,,False,,China,806.75,CNY,,2021-10-11T05:32:31.0000000+00:00,2021-10-14T12:39:23Z,,20211017.0,,Y,,Not 5M
Z004742,Renewal of Statement of Work to GLA - C846545,c77ee5f5-2cec-498e-8b4c-a913939c3533,HP Enterprise Group,惠普企业,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,3.0,3.0,2019-04-29T16:00:00Z,2019-05-30T16:00:00Z,0.0,False,Closed-Canceled,,2019-05-30T16:00:00Z,,Xiaoyu Xu,Change Renewals,273862,Renewal,,,,,,,,0.0,100.0,,,,,,,,,,,,Technology,,Cancelled due to system update issue Contract Calendar 18th August 2017,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:23:40.0000000+00:00,2021-09-23T13:38:12Z,,20211017.0,,Y,,5M
Z009887,Renew_阿特斯贵州运输项目 ,dd7678d0-f751-ea11-a813-000d3a85408a,Canadian Solar,阿特斯太阳能,,141.12,141.12,16638.94,16638.94,,,TD,FALSE,,,,,,2022-01-01T00:00:00Z,,False,Potential Opportunity,,,,Shirley Wang,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,China,16638.94,CNY,,2021-07-08T03:31:22.0000000+00:00,2021-07-08T03:31:33Z,,20211017.0,,Y,,Not 5M
Z009927,Renew_昆仑润滑油兰州厂运输项目,89decda4-317b-ea11-a811-000d3a85408a,Kunlun Lube,昆仑润滑油,,220.09,220.09,34862.39,34862.39,,,ZQ,FALSE,,,,,,2022-05-01T00:00:00Z,,False,Potential Opportunity,,,,Pengpeng Liu,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Energy,,,,False,,China,34862.39,CNY,,2021-07-19T02:31:26.0000000+00:00,2021-07-19T02:31:31Z,,20211017.0,,Y,,Not 5M
Z010103,Renew_昆仑大连厂潍柴运输项目,89decda4-317b-ea11-a811-000d3a85408a,Kunlun Lube,昆仑润滑油,,57.38,57.38,2752.29,2752.29,,,ZQ,FALSE,,,,,,2022-08-22T16:00:00Z,,False,Potential Opportunity,,,,Pengpeng Liu,Change Renewals,,Renewal,,Transportation,,,,,,,,,,,,,,,,,,,Energy,,,,False,,China,2752.29,CNY,,2021-09-03T05:31:17.0000000+00:00,2021-09-03T05:31:38Z,,20211017.0,,Y,,Not 5M
Z009473,Renew_Shanxi Seraphim international freight forwarding,9416ec93-be9f-ea11-a812-000d3a85408a,Seraphim,赛拉弗光伏系统,,,,,,,,GSC,FALSE,,,,,,2021-09-09T16:00:00Z,,False,Potential Opportunity,,,,Yolanda Wang,Change Renewals,,Renewal,,Other service,Transportation,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,,,,False,,,,CNY,,2021-04-07T08:31:37.0000000+00:00,2021-04-07T08:31:46Z,,20211017.0,,Y,,Not 5M
Z010245,Renew_WenMingMengTian 服务订单,84e71e55-cd35-46ab-b250-edfb36d14041,Civilization Mengyi Group,文明蒙恬,,0.0,0.0,0.0,0.0,,,TD,FALSE,,,,,,2022-03-31T16:00:00Z,,False,Potential Opportunity,,,,Fan Zou,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Technology,,,,False,,China,521.12,CNY,,2021-10-11T06:31:23.0000000+00:00,2021-10-14T12:39:46Z,,20211017.0,,Y,,5M
Z010249,Renew_易派客（北京）仓配一体项目,083a2349-7d84-ea11-a811-000d3a85408a,Sinopec,中国石油化工集团,,4.35,4.35,101.17,101.17,,,ZQ,FALSE,,,,,,2022-03-19T16:00:00Z,,False,Potential Opportunity,,,,Pengpeng Liu,Change Renewals,,Renewal,,Transportation,Warehousing,,,,,,,,,,,,,,,,,,Energy,,,,False,,China,101.17,CNY,,2021-10-11T06:31:50.0000000+00:00,2021-10-14T12:39:52Z,,20211017.0,,Y,,5M
